clip_id,dasakam,verse,half,split,audio_path,text_devanagari,text_clean,text_model_kannada,slp1,duration_s,sample_rate,channels,bit_depth,analysis_issues
nar_029_002_1,29,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 29/Narayaneeyam Dasakam 29.2.1.flac,श्यामां रुचापि वचसापि तनुं तदानीं प्राप्तोऽसि तुङ्गकुचमण्डलभङ्गुरां त्वम् ।,श्यामां रुचापि वचसापि तनुं तदानीं प्राप्तोऽसि तुङ्गकुचमण्डलभङ्गुरां त्वम् ।,ಶ್ಯಾಮಾಂ ರುಚಾಪಿ ವಚಸಾಪಿ ತನುಂ ತದಾನೀಂ ಪ್ರಾಪ್ತೋಽಸಿ ತುಙ್ಗಕುಚಮಣ್ಡಲಭಙ್ಗುರಾಂ ತ್ವಮ್,SyAmAM rucApi vacasApi tanuM tadAnIM prAptosi tuNgakucamaRqalaBaNgurAM tvam,11.920063,48000,2,16,
nar_031_001_1,31,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 31/Narayaneeyam Dasakam 31.1.1.flac,प्रीत्या दैत्यस्तव तनुमहःप्रेक्षणात्सर्वथाऽपि त्वामाराध्यन्नजित रचयन्नञ्जलिं सञ्जगाद ।,प्रीत्या दैत्यस्तव तनुमहःप्रेक्षणात्सर्वथाऽपि त्वामाराध्यन्नजित रचयन्नञ्जलिं सञ्जगाद ।,ಪ್ರೀತ್ಯಾ ದೈತ್ಯಸ್ತವ ತನುಮಹಃಪ್ರೇಕ್ಷಣಾತ್ಸರ್ವಥಾಽಪಿ ತ್ವಾಮಾರಾಧ್ಯನ್ನಜಿತ ರಚಯನ್ನಞ್ಜಲಿಂ ಸಞ್ಜಗಾದ,prItyA dEtyastava tanumahaHprekzaRAtsarvaTApi tvAmArADyannajita racayannaYjaliM saYjagAda,12.50625,48000,2,16,
nar_031_009_2,31,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 31/Narayaneeyam Dasakam 31.9.2.flac,पादं मूर्ध्नि प्रणय भगवन्नित्यकम्पं वदन्तं प्रह्लादस्तं स्वयमुपगतो मानयन्नस्तवीत्त्वाम् ॥,पादं मूर्ध्नि प्रणय भगवन्नित्यकम्पं वदन्तं प्रह्लादस्तं स्वयमुपगतो मानयन्नस्तवीत्त्वाम् ॥,ಪಾದಂ ಮೂರ್ಧ್ನಿ ಪ್ರಣಯ ಭಗವನ್ನಿತ್ಯಕಮ್ಪಂ ವದನ್ತಂ ಪ್ರಹ್ಲಾದಸ್ತಂ ಸ್ವಯಮುಪಗತೋ ಮಾನಯನ್ನಸ್ತವೀತ್ತ್ವಾಮ್,pAdaM mUrDni praRaya BagavannityakampaM vadantaM prahlAdastaM svayamupagato mAnayannastavIttvAm,13.827229,48000,2,16,
nar_032_008_2,32,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 32/Narayaneeyam Dasakam 32.8.2.flac,संस्तूयमानो नृवरेण तेन ज्ञानं परं चोपदिशन्नचारीः ॥,संस्तूयमानो नृवरेण तेन ज्ञानं परं चोपदिशन्नचारीः ॥,ಸಂಸ್ತೂಯಮಾನೋ ನೃವರೇಣ ತೇನ ಜ್ಞಾನಂ ಪರಂ ಚೋಪದಿಶನ್ನಚಾರೀಃ,saMstUyamAno nfvareRa tena jYAnaM paraM copadiSannacArIH,10.237854,48000,2,16,
nar_033_007_2,33,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 33/Narayaneeyam Dasakam 33.7.2.flac,कः कालचक्रमतिलङ्घयतीत्यपास्तः शर्वं ययौ स च भवन्तमवन्दतैव ॥,कः कालचक्रमतिलङ्घयतीत्यपास्तः शर्वं ययौ स च भवन्तमवन्दतैव ॥,ಕಃ ಕಾಲಚಕ್ರಮತಿಲಙ್ಘಯತೀತ್ಯಪಾಸ್ತಃ ಶರ್ವಂ ಯಯೌ ಸ ಚ ಭವನ್ತಮವನ್ದತೈವ,kaH kAlacakramatilaNGayatItyapAstaH SarvaM yayO sa ca BavantamavandatEva,11.621146,48000,2,16,
nar_034_006_1,34,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 34/Narayaneeyam Dasakam 34.6.1.flac,श्रुत्वा पुत्रार्तिखिन्नं खलु भरतमुखात्स्वर्गयातं स्वतातं तप्तो दत्त्वाम्बु तस्मै निदधिथ भरते पादुकां मेदिनीं च ।,श्रुत्वा पुत्रार्तिखिन्नं खलु भरतमुखात्स्वर्गयातं स्वतातं तप्तो दत्त्वाम्बु तस्मै निदधिथ भरते पादुकां मेदिनीं च ।,ಶ್ರುತ್ವಾ ಪುತ್ರಾರ್ತಿಖಿನ್ನಂ ಖಲು ಭರತಮುಖಾತ್ಸ್ವರ್ಗಯಾತಂ ಸ್ವತಾತಂ ತಪ್ತೋ ದತ್ತ್ವಾಮ್ಬು ತಸ್ಮೈ ನಿದಧಿಥ ಭರತೇ ಪಾದುಕಾಂ ಮೇದಿನೀಂ ಚ,SrutvA putrArtiKinnaM Kalu BaratamuKAtsvargayAtaM svatAtaM tapto dattvAmbu tasmE nidaDiTa Barate pAdukAM medinIM ca,17.355374,44100,2,16,
nar_035_005_1,35,5,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 35/Narayaneeyam Dasakam 35.5.1.flac,कीशैराशान्तरोपाहृतगिरिनिकरैः सेतुमाधाप्य यात: यातून्यामर्द्य दंष्ट्रानखशिखरिशिलासालशस्त्रैः स्वसैन्यैः ।,कीशैराशान्तरोपाहृतगिरिनिकरैः सेतुमाधाप्य यात: यातून्यामर्द्य दंष्ट्रानखशिखरिशिलासालशस्त्रैः स्वसैन्यैः ।,ಕೀಶೈರಾಶಾನ್ತರೋಪಾಹೃತಗಿರಿನಿಕರೈಃ ಸೇತುಮಾಧಾಪ್ಯ ಯಾತಃ ಯಾತೂನ್ಯಾಮರ್ದ್ಯ ದಂಷ್ಟ್ರಾನಖಶಿಖರಿಶಿಲಾಸಾಲಶಸ್ತ್ರೈಃ ಸ್ವಸೈನ್ಯೈಃ,kISErASAntaropAhftagirinikarEH setumADApya yAtaH yAtUnyAmardya daMzwrAnaKaSiKariSilAsAlaSastrEH svasEnyEH,17.493764,44100,2,16,
nar_036_003_2,36,3,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 36/Narayaneeyam Dasakam 36.3.2.flac,ताताज्ञातिगसोदरैः सममिमां छित्वाऽथ शान्तात्पितु: तेषां जीवनयोगमापिथ वरं माता च तेऽदाद्वरान् ॥,ताताज्ञातिगसोदरैः सममिमां छित्वाऽथ शान्तात्पितु: तेषां जीवनयोगमापिथ वरं माता च तेऽदाद्वरान् ॥,ತಾತಾಜ್ಞಾತಿಗಸೋದರೈಃ ಸಮಮಿಮಾಂ ಛಿತ್ವಾಽಥ ಶಾನ್ತಾತ್ಪಿತುಃ ತೇಷಾಂ ಜೀವನಯೋಗಮಾಪಿಥ ವರಂ ಮಾತಾ ಚ ತೇಽದಾದ್ವರಾನ್,tAtAjYAtigasodarEH samamimAM CitvATa SAntAtpituH tezAM jIvanayogamApiTa varaM mAtA ca tedAdvarAn,16.011361,44100,2,16,
nar_037_001_2,37,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 37/Narayaneeyam Dasakam 37.1.2.flac,तेषां भूतलजन्मनां दितिभुवां भारेण दूरार्दिता भूमिः प्राप विरिञ्चमाश्रितपदं देवैः पुरैवागतैः ॥,तेषां भूतलजन्मनां दितिभुवां भारेण दूरार्दिता भूमिः प्राप विरिञ्चमाश्रितपदं देवैः पुरैवागतैः ॥,ತೇಷಾಂ ಭೂತಲಜನ್ಮನಾಂ ದಿತಿಭುವಾಂ ಭಾರೇಣ ದೂರಾರ್ದಿತಾ ಭೂಮಿಃ ಪ್ರಾಪ ವಿರಿಞ್ಚಮಾಶ್ರಿತಪದಂ ದೇವೈಃ ಪುರೈವಾಗತೈಃ,tezAM BUtalajanmanAM ditiBuvAM BAreRa dUrArditA BUmiH prApa viriYcamASritapadaM devEH purEvAgatEH,14.498685,44100,2,16,
nar_037_010_1,37,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 37/Narayaneeyam Dasakam 37.10.1.flac,प्राप्ते सप्तमगर्भतामहिपतौ त्वत्प्रेरणान्मायया नीते माधव रोहिणीं त्वमपि भोः सच्चित्सुखैकात्मकः ।,प्राप्ते सप्तमगर्भतामहिपतौ त्वत्प्रेरणान्मायया नीते माधव रोहिणीं त्वमपि भोः सच्चित्सुखैकात्मकः ।,ಪ್ರಾಪ್ತೇ ಸಪ್ತಮಗರ್ಭತಾಮಹಿಪತೌ ತ್ವತ್ಪ್ರೇರಣಾನ್ಮಾಯಯಾ ನೀತೇ ಮಾಧವ ರೋಹಿಣೀಂ ತ್ವಮಪಿ ಭೋಃ ಸಚ್ಚಿತ್ಸುಖೈಕಾತ್ಮಕಃ,prApte saptamagarBatAmahipatO tvatpreraRAnmAyayA nIte mADava rohiRIM tvamapi BoH saccitsuKEkAtmakaH,13.099909,44100,2,16,
nar_038_009_1,38,9,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 38/Narayaneeyam Dasakam 38.9.1.flac,जाता तदा पशुपसद्मनि योगनिद्रा निद्राविमुद्रितमथाकृत पौरलोकम् ।,जाता तदा पशुपसद्मनि योगनिद्रा निद्राविमुद्रितमथाकृत पौरलोकम् ।,ಜಾತಾ ತದಾ ಪಶುಪಸದ್ಮನಿ ಯೋಗನಿದ್ರಾ ನಿದ್ರಾವಿಮುದ್ರಿತಮಥಾಕೃತ ಪೌರಲೋಕಮ್,jAtA tadA paSupasadmani yoganidrA nidrAvimudritamaTAkfta pOralokam,10.113628,44100,2,16,
nar_039_008_1,39,8,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 39/Narayaneeyam Dasakam 39.8.1.flac,ततः पशुपमन्दिरे त्वयि मुकुन्द नन्दप्रिया- प्रसूतिशयनेशये रुदति किञ्चिदञ्चत्पदे ।,ततः पशुपमन्दिरे त्वयि मुकुन्द नन्दप्रिया- प्रसूतिशयनेशये रुदति किञ्चिदञ्चत्पदे ।,ತತಃ ಪಶುಪಮನ್ದಿರೇ ತ್ವಯಿ ಮುಕುನ್ದ ನನ್ದಪ್ರಿಯಾ ಪ್ರಸೂತಿಶಯನೇಶಯೇ ರುದತಿ ಕಿಞ್ಚಿದಞ್ಚತ್ಪದೇ,tataH paSupamandire tvayi mukunda nandapriyA prasUtiSayaneSaye rudati kiYcidaYcatpade,11.600188,16000,2,16,sample_rate_below_24khz
nar_041_006_2,41,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 41/Narayaneeyam Dasakam 41.6.2.flac,भवन्निवासादयि वासुदेव प्रमोदसान्द्रः परितो विरेजे ॥,भवन्निवासादयि वासुदेव प्रमोदसान्द्रः परितो विरेजे ॥,ಭವನ್ನಿವಾಸಾದಯಿ ವಾಸುದೇವ ಪ್ರಮೋದಸಾನ್ದ್ರಃ ಪರಿತೋ ವಿರೇಜೇ,BavannivAsAdayi vAsudeva pramodasAndraH parito vireje,8.944376,44100,2,16,
nar_042_005_2,42,5,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 42/Narayaneeyam Dasakam 42.5.2.flac,न कारणं किञ्चिदिहेति ते स्थिताः स्वनासिका-दत्तकरास्त्वदीक्षकाः ॥,न कारणं किञ्चिदिहेति ते स्थिताः स्वनासिका-दत्तकरास्त्वदीक्षकाः ॥,ನ ಕಾರಣಂ ಕಿಞ್ಚಿದಿಹೇತಿ ತೇ ಸ್ಥಿತಾಃ ಸ್ವನಾಸಿಕಾದತ್ತಕರಾಸ್ತ್ವದೀಕ್ಷಕಾಃ,na kAraRaM kiYcidiheti te sTitAH svanAsikAdattakarAstvadIkzakAH,10.822993,44100,2,16,
nar_043_003_1,43,3,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 43/Narayaneeyam Dasakam 43.3.1.flac,उद्दामपांसु-तिमिराहत दृष्टिपाते द्रष्टुं किमप्यकुशले पशुपाल लोके ।,उद्दामपांसु-तिमिराहत दृष्टिपाते द्रष्टुं किमप्यकुशले पशुपाल लोके ।,ಉದ್ದಾಮಪಾಂಸುತಿಮಿರಾಹತ ದೃಷ್ಟಿಪಾತೇ ದ್ರಷ್ಟುಂ ಕಿಮಪ್ಯಕುಶಲೇ ಪಶುಪಾಲ ಲೋಕೇ,uddAmapAMsutimirAhata dfzwipAte drazwuM kimapyakuSale paSupAla loke,9.893583,44100,2,16,
nar_044_002_1,44,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 44/Narayaneeyam Dasakam 44.2.1.flac,नन्दोऽथ नन्दितात्मा वृन्दिष्टं मानयन्नमुं यमिनाम् ।,नन्दोऽथ नन्दितात्मा वृन्दिष्टं मानयन्नमुं यमिनाम् ।,ನನ್ದೋಽಥ ನನ್ದಿತಾತ್ಮಾ ವೃನ್ದಿಷ್ಟಂ ಮಾನಯನ್ನಮುಂ ಯಮಿನಾಮ್,nandoTa nanditAtmA vfndizwaM mAnayannamuM yaminAm,8.34932,44100,2,16,
nar_045_001_1,45,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 45/Narayaneeyam Dasakam 45.1.1.flac,अयि सबलमुरारे पाणिजानुप्रचारैः किमपि भवनभागान् भूषयन्तौ भवन्तौ ।,अयि सबलमुरारे पाणिजानुप्रचारैः किमपि भवनभागान् भूषयन्तौ भवन्तौ ।,ಅಯಿ ಸಬಲಮುರಾರೇ ಪಾಣಿಜಾನುಪ್ರಚಾರೈಃ ಕಿಮಪಿ ಭವನಭಾಗಾನ್ ಭೂಷಯನ್ತೌ ಭವನ್ತೌ,ayi sabalamurAre pARijAnupracArEH kimapi BavanaBAgAn BUzayantO BavantO,12.060476,44100,2,16,
nar_045_009_2,45,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 45/Narayaneeyam Dasakam 45.9.2.flac,इति विहितमतिः किं देव सन्त्यज्य याच्ञां दधिघृतमहरस्त्वं चारुणा चोरणेन ॥,इति विहितमतिः किं देव सन्त्यज्य याच्ञां दधिघृतमहरस्त्वं चारुणा चोरणेन ॥,ಇತಿ ವಿಹಿತಮತಿಃ ಕಿಂ ದೇವ ಸನ್ತ್ಯಜ್ಯ ಯಾಚ್ಞಾಂ ದಧಿಘೃತಮಹರಸ್ತ್ವಂ ಚಾರುಣಾ ಚೋರಣೇನ,iti vihitamatiH kiM deva santyajya yAcYAM daDiGftamaharastvaM cAruRA coraRena,12.51839,44100,2,16,
nar_046_008_2,46,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 46/Narayaneeyam Dasakam 46.8.2.flac,स्वपुरश्च निजार्भकात्मकं कतिधा त्वां न ददर्श सा मुखे ॥,स्वपुरश्च निजार्भकात्मकं कतिधा त्वां न ददर्श सा मुखे ॥,ಸ್ವಪುರಶ್ಚ ನಿಜಾರ್ಭಕಾತ್ಮಕಂ ಕತಿಧಾ ತ್ವಾಂ ನ ದದರ್ಶ ಸಾ ಮುಖೇ,svapuraSca nijArBakAtmakaM katiDA tvAM na dadarSa sA muKe,9.128458,44100,2,16,
nar_047_007_1,47,7,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 47/Dashakam 47.7.1.flac,बन्धुमिच्छति यमेव सज्जन: तं भवन्तमयि बन्धुमिच्छती ।,बन्धुमिच्छति यमेव सज्जन: तं भवन्तमयि बन्धुमिच्छती ।,ಬನ್ಧುಮಿಚ್ಛತಿ ಯಮೇವ ಸಜ್ಜನಃ ತಂ ಭವನ್ತಮಯಿ ಬನ್ಧುಮಿಚ್ಛತೀ,banDumicCati yameva sajjanaH taM Bavantamayi banDumicCatI,8.752688,16000,2,16,sample_rate_below_24khz
nar_048_006_1,48,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 48/Narayaneeyam Dasakam 48.6.1.flac,अतन्द्रमिन्द्रद्रुयुगं तथाविधं समेयुषा मन्थरगामिना त्वया ।,अतन्द्रमिन्द्रद्रुयुगं तथाविधं समेयुषा मन्थरगामिना त्वया ।,ಅತನ್ದ್ರಮಿನ್ದ್ರದ್ರುಯುಗಂ ತಥಾವಿಧಂ ಸಮೇಯುಷಾ ಮನ್ಥರಗಾಮಿನಾ ತ್ವಯಾ,atandramindradruyugaM taTAviDaM sameyuzA manTaragAminA tvayA,9.796463,44100,2,16,
nar_049_005_1,49,5,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 49/Narayaneeyam Dasakam 49.5.1.flac,निरीक्ष्य वृन्दावनमीश नन्दत् प्रसून-कुन्द-प्रमुखद्रुमौघम् ।,निरीक्ष्य वृन्दावनमीश नन्दत् प्रसून-कुन्द-प्रमुखद्रुमौघम् ।,ನಿರೀಕ್ಷ್ಯ ವೃನ್ದಾವನಮೀಶ ನನ್ದತ್ ಪ್ರಸೂನಕುನ್ದಪ್ರಮುಖದ್ರುಮೌಘಮ್,nirIkzya vfndAvanamISa nandat prasUnakundapramuKadrumOGam,8.249048,44100,2,16,
nar_051_003_2,51,3,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 51/Narayaneeyam dashakam 51.3.2.flac,अघासुरो न्यरुणदघाय वर्तनीं भयानकः सपदि शयानकाकृतिः ॥,अघासुरो न्यरुणदघाय वर्तनीं भयानकः सपदि शयानकाकृतिः ॥,ಅಘಾಸುರೋ ನ್ಯರುಣದಘಾಯ ವರ್ತನೀಂ ಭಯಾನಕಃ ಸಪದಿ ಶಯಾನಕಾಕೃತಿಃ,aGAsuro nyaruRadaGAya vartanIM BayAnakaH sapadi SayAnakAkftiH,9.884649,44100,2,16,
nar_052_002_2,52,2,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 52/Narayaneeyam Dashakam 52.2.2.flac,त्वं सामिभुक्त-कबलो गतवांस्तदानीं भुक्तांस्तिरोऽधित सरोजभवः कुमारान् ॥,त्वं सामिभुक्त-कबलो गतवांस्तदानीं भुक्तांस्तिरोऽधित सरोजभवः कुमारान् ॥,ತ್ವಂ ಸಾಮಿಭುಕ್ತಕಬಲೋ ಗತವಾಂಸ್ತದಾನೀಂ ಭುಕ್ತಾಂಸ್ತಿರೋಽಧಿತ ಸರೋಜಭವಃ ಕುಮಾರಾನ್,tvaM sAmiBuktakabalo gatavAMstadAnIM BuktAMstiroDita sarojaBavaH kumArAn,11.444059,44100,2,16,
nar_053_001_1,53,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 53/Narayaneeyam Dashakam 53.1.1.flac,अतीत्य बाल्यं जगतां पते त्वम् उपेत्य पौगण्डवयो मनोज्ञम् ।,अतीत्य बाल्यं जगतां पते त्वम् उपेत्य पौगण्डवयो मनोज्ञम् ।,ಅತೀತ್ಯ ಬಾಲ್ಯಂ ಜಗತಾಂ ಪತೇ ತ್ವಮ್ ಉಪೇತ್ಯ ಪೌಗಣ್ಡವಯೋ ಮನೋಜ್ಞಮ್,atItya bAlyaM jagatAM pate tvam upetya pOgaRqavayo manojYam,7.16517,44100,2,16,
nar_053_010_1,53,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 53/Narayaneeyam Dashakam 53.10.1.flac,हतो हतो धेनुक इत्युपेत्य फलान्यदद्भिर्मधुराणि लोकैः ।,हतो हतो धेनुक इत्युपेत्य फलान्यदद्भिर्मधुराणि लोकैः ।,ಹತೋ ಹತೋ ಧೇನುಕ ಇತ್ಯುಪೇತ್ಯ ಫಲಾನ್ಯದದ್ಭಿರ್ಮಧುರಾಣಿ ಲೋಕೈಃ,hato hato Denuka ityupetya PalAnyadadBirmaDurARi lokEH,7.749751,44100,2,16,
nar_054_008_2,54,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 54/Narayaneeyam Dashakam 54.8.2.flac,द्रागावव्रुः सर्वतो हर्षबाष्पं व्यामुञ्चन्त्यो मन्दमुद्यन्निनादाः ॥,द्रागावव्रुः सर्वतो हर्षबाष्पं व्यामुञ्चन्त्यो मन्दमुद्यन्निनादाः ॥,ದ್ರಾಗಾವವ್ರುಃ ಸರ್ವತೋ ಹರ್ಷಬಾಷ್ಪಂ ವ್ಯಾಮುಞ್ಚನ್ತ್ಯೋ ಮನ್ದಮುದ್ಯನ್ನಿನಾದಾಃ,drAgAvavruH sarvato harzabAzpaM vyAmuYcantyo mandamudyanninAdAH,8.982154,44100,2,16,
nar_055_007_2,55,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 55/Narayaneeyam Dashakam 55.7.2.flac,व्रज-गेह-तलेऽप्यनिमित्त-शतं समुदीक्ष्य गता यमुनां पशुपाः ॥,व्रज-गेह-तलेऽप्यनिमित्त-शतं समुदीक्ष्य गता यमुनां पशुपाः ॥,ವ್ರಜಗೇಹತಲೇಽಪ್ಯನಿಮಿತ್ತಶತಂ ಸಮುದೀಕ್ಷ್ಯ ಗತಾ ಯಮುನಾಂ ಪಶುಪಾಃ,vrajagehatalepyanimittaSataM samudIkzya gatA yamunAM paSupAH,8.392177,44100,2,16,
nar_056_006_2,56,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 56/Narayaneeyam Dashakam 56.6.2.flac,इति भवद्वचनान्यतिमानयन् फणिपतिर्निरगादुरगैः समम् ॥,इति भवद्वचनान्यतिमानयन् फणिपतिर्निरगादुरगैः समम् ॥,ಇತಿ ಭವದ್ವಚನಾನ್ಯತಿಮಾನಯನ್ ಫಣಿಪತಿರ್ನಿರಗಾದುರಗೈಃ ಸಮಮ್,iti BavadvacanAnyatimAnayan PaRipatirniragAduragEH samam,9.353583,44100,2,16,
nar_057_005_1,57,5,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 57/Narayaneeyam Dashakam 57.5.1.flac,गोपान्विभज्य तन्वन् सङ्घं बलभद्रकं भवत्कमपि ।,गोपान्विभज्य तन्वन् सङ्घं बलभद्रकं भवत्कमपि ।,ಗೋಪಾನ್ವಿಭಜ್ಯ ತನ್ವನ್ ಸಙ್ಘಂ ಬಲಭದ್ರಕಂ ಭವತ್ಕಮಪಿ,gopAnviBajya tanvan saNGaM balaBadrakaM Bavatkamapi,7.46068,44100,2,16,
nar_058_003_1,58,3,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 58/Narayaneeyam Dashakam 58.3.1.flac,तदनु सह सहायैर्दूरमन्विष्य शौरे गलित-सरणि-मुञ्जारण्य-सञ्जात-खेदम् ।,तदनु सह सहायैर्दूरमन्विष्य शौरे गलित-सरणि-मुञ्जारण्य-सञ्जात-खेदम् ।,ತದನು ಸಹ ಸಹಾಯೈರ್ದೂರಮನ್ವಿಷ್ಯ ಶೌರೇ ಗಲಿತಸರಣಿಮುಞ್ಜಾರಣ್ಯಸಞ್ಜಾತಖೇದಮ್,tadanu saha sahAyErdUramanvizya SOre galitasaraRimuYjAraRyasaYjAtaKedam,11.033379,44100,2,16,
nar_059_001_2,59,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 59/Narayaneeyam Dashakam 59.1.2.flac,ब्रह्मतत्त्व-परचिन्मुदात्मकं वीक्ष्य सम्मुमुहुरन्वहं स्त्रियः ॥,ब्रह्मतत्त्व-परचिन्मुदात्मकं वीक्ष्य सम्मुमुहुरन्वहं स्त्रियः ॥,ಬ್ರಹ್ಮತತ್ತ್ವಪರಚಿನ್ಮುದಾತ್ಮಕಂ ವೀಕ್ಷ್ಯ ಸಮ್ಮುಮುಹುರನ್ವಹಂ ಸ್ತ್ರಿಯಃ,brahmatattvaparacinmudAtmakaM vIkzya sammumuhuranvahaM striyaH,8.598549,44100,2,16,
nar_059_010_2,59,10,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 59/Narayaneeyam Dashakam 59.10.2.flac,तासां त्वेकं तद्वयं लब्धमासीत् भाग्यं भाग्यं पाहि मां मारुतेश ॥,तासां त्वेकं तद्वयं लब्धमासीत् भाग्यं भाग्यं पाहि मां मारुतेश ॥,ತಾಸಾಂ ತ್ವೇಕಂ ತದ್ವಯಂ ಲಬ್ಧಮಾಸೀತ್ ಭಾಗ್ಯಂ ಭಾಗ್ಯಂ ಪಾಹಿ ಮಾಂ ಮಾರುತೇಶ,tAsAM tvekaM tadvayaM labDamAsIt BAgyaM BAgyaM pAhi mAM mAruteSa,9.610476,44100,2,16,
